id,explanation,completeness,human_messages,total_allocations,human_allocations,total_interventions,disagreement_rate
25;baseline;1.0;11;13;7;0;0.0

26;baseline;1.0;8;13;7;0;0.0

27;baseline;1.0;21;13;9;0;0.0

29;contrastive;1.0;11;12;7;1;0.08333333333333333

30;contrastive;1.0;8;12;6;0;0.0

28;baseline;0.8181818181818182;28;14;9;1;0.07142857142857142

31;contrastive;1.0;23;12;7;0;0.0

32;contrastive;0.9090909090909091;12;13;8;0;0.0

33;contrastive;1.0;11;13;9;0;0.0

34;contrastive;1.0;10;13;9;0;0.0

35;contrastive;1.0;10;13;7;0;0.0

36;contrastive;1.0;21;13;8;1;0.07692307692307693

37;contrastive;1.0;10;13;9;0;0.0

38;contrastive;1.0;8;12;7;0;0.0

39;contrastive;1.0;11;13;9;0;0.0

40;contrastive;1.0;10;14;7;0;0.0

41;contrastive;1.0;49;13;8;2;0.15384615384615385

42;contrastive;1.0;10;12;7;0;0.0

42;contrastive;0.9090909090909091;9;14;8;0;0.0

44;contrastive;1.0;11;13;9;0;0.0

45;contrastive;1.0;10;14;8;0;0.0

46;contrastive;1.0;10;13;9;0;0.0

47;contrastive;1.0;12;13;9;0;0.0

48;contrastive;0.8181818181818182;11;14;10;0;0.0

